time_s,dt_s,x_m,y_m,z_m,vx_m_s,vy_m_s,vz_m_s,distance_m,speed_m_s,true_anomaly_rad,specific_energy_J_kg,area_rate_m2_s,energy_drift_pct,angular_momentum_drift_pct,semi_major_axis_m_live,eccentricity_live,inclination_deg_live,raan_deg_live,arg_periapsis_deg_live,period_days_live
495000.0,600.0,-41087187177.34063,141247470396.10767,113112.92755218255,-29088.759366963455,-8431.957688593027,-0.015274655312259102,147102008666.3815,30286.30029560796,0.057054112738708515,-443579657.5910816,2227586825911348.5,-0.00023155416569704414,-0.0001119645390908935,149597540756.42844,0.016707939034926577,5.0797738278191235e-05,346.83646443917706,116.11321726299903,365.24961898760336
495600.0,600.0,-41104640124.56393,141242410161.47534,113103.76080641718,-29087.73115923723,-8435.491021861248,-0.015281163693621565,147102025716.01593,30286.296805800514,0.05717757132251186,-443579658.71520764,2227586823183317.8,-0.00023180758773766677,-0.00011208700469644657,149597540377.3162,0.016707936494955354,5.0797738278191235e-05,346.8345494992575,116.11513494533403,365.24961759917204
496200.0,600.0,-41122092454.73171,141237347806.8814,113094.5901557502,-29086.702515276338,-8439.02422728655,-0.015287671650931093,147102042802.46368,30286.29330854834,0.057301029853820885,-443579659.83903456,2227586820456016.0,-0.00023206094235031006,-0.00011220943757603919,149597539998.30478,0.016707933955545335,5.0790562949632494e-05,346.8326354801534,116.11705170624306,365.24961621111004
496800.0,600.0,-41139544167.58225,141232283332.4026,113085.41560043606,-29085.673435097295,-8442.55730481334,-0.015294179184145468,147102059925.7245,30286.289803851505,0.05742448833259378,-443579660.96256226,2227586817729445.8,-0.0002323142295080995,-0.00011233183761744241,149597539619.39432,0.016707931416696995,5.0797738278191235e-05,346.83072238175373,116.11896754583704,365.2496148234178
497400.0,600.0,-41156995262.85383,141227216738.11563,113076.23714072922,-29084.64391871662,-8446.090254386017,-0.015300686293222484,147102077085.79807,30286.286291710076,0.05754794675877117,-443579662.08579034,2227586815003605.5,-0.00023256744911697458,-0.00011245420488799359,149597539240.5849,0.016707928878410924,5.0797738278191235e-05,346.8288102039476,116.12088246422782,365.24961343609556
498000.0,600.0,-41174445740.28471,141222148024.09735,113067.0547768842,-29083.613966150846,-8449.623075948992,-0.015307192978119942,147102094282.6841,30286.2827721241,0.057671405132307015,-443579663.2087194,2227586812278496.5,-0.0002328206013113075,-0.00011257653933157829,149597538861.8763,0.016707926340686272,5.0797738278191235e-05,346.8268989466239,116.1227964615263,365.24961204914257
498600.0,600.0,-41191895599.61321,141217077190.4245,113057.86850915548,-29082.583577416506,-8453.15576944667,-0.015313699238795655,147102111516.38235,30286.279245093643,0.057794863453156375,-443579664.33134943,2227586809554117.2,-0.00023307368610453545,-0.00011269884101553382,149597538483.2686,0.016707923803522946,5.0797738278191235e-05,346.8249886096714,116.12470953784354,365.249610662559
499200.0,600.0,-41209344840.577614,141212004237.17398,113048.67833779762,-29081.552752530144,-8456.688334823464,-0.015320205075207446,147102128786.89255,30286.27571061876,0.05791832172125954,-443579665.45367986,2227586806830468.0,-0.00023332670334884906,-0.00011282110992863732,149597538104.7619,0.0167079212669218,5.0797738278191235e-05,346.82307919297887,116.12662169329167,365.24960927634555
499800.0,600.0,-41226793462.916245,141206929164.4227,113039.48426306521,-29080.521491508316,-8460.220772023788,-0.015326710487313149,147102146094.2144,30286.272168699517,0.05804177993656973,-443579666.5757111,2227586804107550.2,-0.00023357965313830883,-0.00011294334600355143,149597537726.3561,0.016707918730882485,5.080491259335704e-05,346.8211706964352,116.12853292798191,365.2496078905016
500400.0,600.0,-41244241466.367424,141201851972.24753,113030.28628521285,-29079.48979436758,-8463.753080992057,-0.015333215475070605,147102163438.3476,30286.268619335973,0.05816523809903861,-443579667.6974428,2227586801385363.0,-0.0002338325354191659,-0.00011306554928516771,149597537348.05133,0.016707916195405317,5.080491259335704e-05,346.81926311992896,116.13044324202573,365.2496065050275
501000.0,600.0,-41261688850.66948,141196772660.72546,113021.08440449514,-29078.4576611245,-8467.285261672689,-0.015339720038437669,147102180819.29184,30286.265062528182,0.058288696208610984,-443579668.81887573,2227586798663905.5,-0.00023408535032579247,-0.00011318771980715484,149597536969.84735,0.016707913660489397,5.0797738278191235e-05,346.817356463349,116.13235263553466,365.24960511992265
501600.0,600.0,-41279135615.56077,141191691229.9335,113011.87862116673,-29077.425091795652,-8470.817314010103,-0.015346224177372204,147102198237.04694,30286.26149827621,0.05841215426524315,-443579669.940009,2227586795943180.0,-0.00023433809768350468,-0.00011330985746850678,149597536591.74442,0.016707911126135837,5.080491259335704e-05,346.81545072658366,116.13426110862041,365.24960373518775
502200.0,600.0,-41296581760.77963,141186607679.94867,113002.6689354823,-29076.39208639762,-8474.349237948723,-0.015352727891832082,147102215691.61258,30286.257926580118,0.05853561226887498,-443579671.06084263,2227586793223185.2,-0.00023459077749230252,-0.00011343196232533802,149597536213.74252,0.01670790859234478,5.080491259335704e-05,346.81354590952174,116.13616866139506,365.24960235082295
502800.0,600.0,-41314027286.064445,141181522010.848,112993.45534769654,-29075.35864494699,-8477.881033432974,-0.01535923118177519,147102233182.98846,30286.254347439964,0.058659070219470665,-443579672.1813768,2227586790503921.0,-0.00023484338979249764,-0.00011355403438887142,149597535835.84164,0.01670790605911587,5.080491259335704e-05,346.8116420120516,116.13807529396956,365.24960096682815
503400.0,600.0,-41331472191.15357,141176434222.70856,112984.23785806418,-29074.324767460363,-8481.412700407282,-0.015365734047159418,147102250711.1743,30286.250760855808,0.058782528116968234,-443579673.30161184,2227586787785387.8,-0.00023509593465127613,-0.00011367607363666124,149597535458.04163,0.01670790352644873,5.080491259335704e-05,346.8097390340617,116.13998100645615,365.24959958320267
504000.0,600.0,-41348916475.78539,141171344315.6075,112975.01646683997,-29073.290453954338,-8484.944238816077,-0.015372236487942672,147102268276.1698,30286.24716682771,0.05890598596131826,-443579674.42154735,2227586785067585.8,-0.0002353484119880147,-0.00011379808005748452,149597535080.34265,0.016707900994343914,5.081208589555916e-05,346.8078369754405,116.14188579896681,365.24959819994723
504600.0,600.0,-41366360139.69831,141166252289.62198,112965.79117427867,-29072.25570444553,-8488.47564860379,-0.015378738504082865,147102285877.97467,30286.243565355737,0.05902944375247081,-443579675.5411834,2227586782350514.0,-0.0002356008218161506,-0.00011392005369623288,149597534702.74466,0.01670789846280155,5.081208589555916e-05,346.8059358360764,116.1437896716133,365.24959681706173
505200.0,600.0,-41383803182.63073,141161158144.8292,112956.56198063507,-29071.22051895056,-8492.006929714855,-0.015385240095537923,147102303516.58868,30286.23995643994,0.059152901490384865,-443579676.6605201,2227586779634174.0,-0.00023585316414912095,-0.00011404199448556894,149597534325.24765,0.016707895931821138,5.081208589555916e-05,346.8040356158575,116.14569262450703,365.24959543454594
505800.0,600.0,-41401245604.32105,141156061881.30634,112947.32888616402,-29070.18489748605,-8495.53808209371,-0.015391741262265777,147102321192.0115,30286.236340080388,0.059276359174998426,-443579677.7795572,2227586776918564.8,-0.0002361054389600514,-0.00011416390247038428,149597533947.85165,0.016707893401403336,5.081208589555916e-05,346.80213631467234,116.14759465776075,365.24959405240014
506400.0,600.0,-41418687404.50771,141150963499.1307,112938.09189112036,-29069.14884006864,-8499.069105684792,-0.015398242004224376,147102338904.2429,30286.23271627714,0.059399816806268116,-443579678.89829457,2227586774203687.0,-0.0002363576461817558,-0.00011428577761701022,149597533570.55676,0.01670789087154828,5.081208589555916e-05,346.8002379324089,116.1494957714861,365.2495926706247
507000.0,600.0,-41436128582.92914,141145862998.37955,112928.85099575896,-29068.112346714966,-8502.600000432541,-0.01540474232137167,147102356653.2825,30286.229085030256,0.05952327438414478,-443579680.01673263,2227586771489540.0,-0.00023660978593516914,-0.00011440761995911543,149597533193.3628,0.01670788834225544,5.081208589555916e-05,346.7983404689554,116.15139596579492,365.24959128921876
507600.0,600.0,-41453569139.32377,141140760379.1302,112919.6062003347,-29067.075417441683,-8506.130766281403,-0.015411242213665625,147102374439.1301,30286.2254463398,0.05964673190856278,-443579681.13487107,2227586768776124.2,-0.00023686185813966812,-0.00011452942947425416,149597532816.26987,0.016707885813525197,5.081208589555916e-05,346.7964439242001,116.15329524080039,365.2495899081829
508200.0,600.0,-41471009073.43007,141135655641.46,112910.35750510254,-29066.038052265445,-8509.661403175822,-0.015417741681064218,147102392261.7853,30286.221800205833,0.05977018937949941,-443579682.2527101,2227586766063439.2,-0.00023711386284900162,-0.00011465120618487216,149597532439.27795,0.01670788328535742,5.081208589555916e-05,346.7945482980308,116.1551935966129,365.249588527517
508800.0,600.0,-41488448384.98649,141130548785.44635,112901.10491031742,-29065.000251202917,-8513.191911060245,-0.015424240723525433,147102410121.24796,30286.218146628413,0.059893646796886434,-443579683.37024945,2227586763351486.0,-0.00023736579999598348,-0.00011477295004607786,149597532062.3871,0.016707880757752355,5.081925818522656e-05,346.79265359033565,116.15709103334598,365.24958714722123
509400.0,600.0,-41505887073.73151,141125439811.16672,112891.84841623431,-29063.96201427077,-8516.722289879122,-0.015430739341007265,147102428017.5177,30286.214485607612,0.06001710416066711,-443579684.4874889,2227586760640265.0,-0.00023761766954030213,-0.00011489466103542548,149597531685.59735,0.0167078782307105,5.081925818522656e-05,346.79075980100265,116.15898755111218,365.2495857672958
510000.0,600.0,-41523325139.40361,141120328718.69852,112882.58802310821,-29062.923341485686,-8520.252539576908,-0.015437237533467717,147102445950.5943,30286.210817143477,0.0601405614708038,-443579685.60442865,2227586757929774.5,-0.00023786947150883196,-0.00011501633923147528,149597531308.90872,0.016707875704231313,5.081925818522656e-05,346.7888669299196,116.16088315002318,365.2495843877405
510600.0,600.0,-41540762581.74129,141115215508.11923,112873.32373119415,-29061.884232864348,-8523.782660098055,-0.015443735300864809,147102463920.47733,30286.207141236082,0.060264018727244247,-443579686.72106934,2227586755220015.8,-0.0002381212060628196,-0.00011513798457811278,149597530932.32095,0.016707873178314365,5.081925818522656e-05,346.7869749769744,116.16277783019109,365.2495830085548
511200.0,600.0,-41558199400.48305,141110100179.50638,112864.05554074717,-29060.844688423454,-8527.312651387021,-0.015450232643156562,147102481927.16663,30286.203457885484,0.06038747592993879,-443579687.83741,2227586752510988.2,-0.00023837287297383232,-0.00011525959709778376,149597530555.83435,0.01670787065296068,5.081925818522656e-05,346.78508394205494,116.16467159172879,365.24958162973945
511800.0,600.0,-41575635595.3674,141104982732.93756,112854.78345202236,-29059.804708179705,-8530.842513388267,-0.015456729560301015,147102499970.6619,30286.19976709175,0.060510933078831465,-443579688.9534506,2227586749802692.8,-0.00023862447225530734,-0.00011538117675681957,149597530179.44894,0.01670786812817049,5.081925818522656e-05,346.78319382504884,116.16656443474898,365.24958025129484
512400.0,600.0,-41593071166.132866,141099863168.49033,112845.50746527482,-29058.764292149808,-8534.372246046252,-0.015463226052256212,147102518050.96277,30286.196068854937,0.060634390173870525,-443579690.069192,2227586747095128.5,-0.00023887600406849132,-0.00011550272358888886,149597529803.16446,0.016707865603942548,5.081925818522656e-05,346.78130462584386,116.168456359364,365.24957887321983
513000.0,600.0,-41610506112.517975,141094741486.2423,112836.22758075966,-29057.723440350484,-8537.901849305441,-0.01546972211898021,147102536168.06903,30286.19236317511,0.060757847215012574,-443579691.18463326,2227586744388296.2,-0.00023912746822526312,-0.00011562423756032297,149597529426.9812,0.01670786308027815,5.081925818522656e-05,346.7794163443277,116.17034736568628,365.24957749551544
513600.0,600.0,-41627940434.26128,141089617686.27115,112826.94379873204,-29056.682152798454,-8541.4313231103,-0.015476217760431073,147102554321.98032,30286.18865005233,0.06088130420220671,-443579692.2997751,2227586741682195.8,-0.00023937886488686942,-0.00011574571868234478,149597529050.8989,0.016707860557176445,5.082642946278786e-05,346.77752898038796,116.17223745382834,365.2495761181808
514200.0,600.0,-41645374131.101326,141084491768.65457,112817.65611944713,-29055.64042951045,-8544.9606674053,-0.015482712976566879,147102572512.6964,30286.18492948666,0.06100476113539927,-443579693.41461706,2227586738976826.5,-0.00023963019393237527,-0.00011586716697740008,149597528674.91776,0.016707858034638035,5.081925818522656e-05,346.7756425339122,116.17412662390323,365.24957474121675
514800.0,600.0,-41662807202.77669,141079363733.47028,112808.36454316015,-29054.598270503215,-8548.489882134907,-0.015489207767345714,147102590740.21695,30286.181201478168,0.061128218014548,-443579694.529159,2227586736272190.2,-0.00023988145534834343,-0.00011598858236692861,149597528299.03778,0.016707855512663267,5.082642946278786e-05,346.7737570047879,116.17601487602312,365.2495733646231
515400.0,600.0,-41680239649.02593,141074233580.796,112799.06907012632,-29053.55567579349,-8552.018967243599,-0.015495702132725676,147102609004.54166,30286.17746602691,0.061251674839591604,-443579695.64340156,2227586733568284.0,-0.00024013264926914607,-0.0001161099649856051,149597527923.2588,0.016707852991251142,5.082642946278786e-05,346.77187239290265,116.17790221030123,365.24957198839934
516000.0,600.0,-41697671469.58765,141069101310.70956,112789.76970060088,-29052.512645398034,-8555.547922675849,-0.01550219607266487,147102627305.67032,30286.173723132957,0.06137513161048584,-443579696.7573436,2227586730865111.2,-0.00024038377543947602,-0.00011623131467630904,149597527547.58115,0.016707850470403185,5.082642946278786e-05,346.76998869814366,116.17978862685054,365.24957061254673
516600.0,600.0,-41715102664.20042,141063966923.2888,112780.46643483912,-29051.469179333606,-8559.076748376136,-0.015508689587121411,147102645643.6025,30286.169972796364,0.06149858832717909,-443579697.87098634,2227586728162669.8,-0.0002406348341415149,-0.00011635263154004647,149597527172.00446,0.016707847950117875,5.082642946278786e-05,346.76810592039845,116.1816741257834,365.24956923706395
517200.0,600.0,-41732533232.602844,141058830418.61154,112771.15927309633,-29050.425277616978,-8562.605444288938,-0.01551518267605343,147102664018.33804,30286.166215017194,0.06162204498961597,-443579698.98432904,2227586725460960.5,-0.00024088582520057888,-0.0001164739155319258,149597526796.52893,0.01670784543039605,5.082642946278786e-05,346.76622405955425,116.18355870721344,365.24956786195145
517800.0,600.0,-41749963174.533554,141053691796.75568,112761.84821562785,-29049.380940264924,-8566.13401035874,-0.015521675339419061,147102682429.87656,30286.162449795516,0.06174550159775419,-443579700.0973719,2227586722759983.5,-0.00024113674865697957,-0.00011659516665194709,149597526421.15457,0.01670784291123777,5.082642946278786e-05,346.76434311549843,116.18544237125296,365.2495664872096
518400.0,600.0,-41767392489.73116,141048551057.7991,112752.53326268902,-29048.33616729423,-8569.662446530028,-0.015528167577176451,147102700878.21777,30286.158677131396,0.06186895815155116,-443579701.2101146,2227586720059738.0,-0.00024138760445696812,-0.00011671638493377894,149597526045.88138,0.016707840392643357,5.083359972867143e-05,346.76246308811807,116.18732511801474,365.24956511283824
519000.0,600.0,-41784821177.93431,141043408201.81982,112743.21441453524,-29047.29095872169,-8573.190752747287,-0.01553465938928376,147102719363.3614,30286.154897024895,0.06199241465093651,-443579702.3225574,2227586717360225.2,-0.00024163839264085618,-0.00011683757032130692,149597525670.70938,0.01670783787461257,5.083359972867143e-05,346.76058397730054,116.18920694761285,365.24956373883754
519600.0,600.0,-41802249238.88163,141038263228.89578,112733.89167142188,-29046.2453145641,-8576.718928955006,-0.015541150775699154,147102737885.3071,30286.151109476075,0.062115871095867685,-443579703.43470037,2227586714661444.5,-0.0002418891132355182,-0.00011695872284819971,149597525295.6385,0.016707835357145186,5.083359972867143e-05,346.7587057829327,116.19108786015994,365.24956236520705
520200.0,600.0,-41819676672.31178,141033116139.10507,112724.56503360439,-29045.19923483827,-8580.246975097678,-0.015547641736380811,147102756444.05463,30286.147314485006,0.06223932748629633,-443579704.5465432,2227586711963396.2,-0.00024213976616033086,-0.00011707984249201152,149597524920.66882,0.016707832840241913,5.083359972867143e-05,346.7568285049018,116.19296785576923,365.2495609919473
520800.0,600.0,-41837103477.96343,141027966932.5257,112715.23450133821,-29044.15271956101,-8583.774891119796,-0.015554132271286918,147102775039.60367,30286.14351205174,0.062362783822174875,-443579705.658086,2227586709266080.0,-0.00024239035145560582,-0.00011720092927518815,149597524545.80032,0.016707830323902245,5.083359972867143e-05,346.75495214309484,116.19484693455365,365.24955961905806
521400.0,600.0,-41854529655.57526,141022815609.23575,112705.90007487884,-29043.105768749145,-8587.302676965857,-0.015560622380375673,147102793671.9539,30286.13970217635,0.062486240103449,-443579706.7693291,2227586706569495.8,-0.00024264086917509192,-0.00011732198319772957,149597524171.03293,0.016707827808126074,5.083359972867143e-05,346.75307669739874,116.19672509662665,365.2495582465391
522000.0,600.0,-41871955204.88593,141017662169.31335,112696.56175448175,-29042.058382419506,-8590.83033258036,-0.015567112063605285,147102812341.10504,30286.1358848589,0.062609696330078,-443579707.8802718,2227586703873644.8,-0.00024289131918441698,-0.00011744300420352135,149597523796.36682,0.016707825292914102,5.083359972867143e-05,346.7512021677005,116.1986023421012,365.2495568743911
522600.0,600.0,-41889380125.634155,141012506612.83664,112687.2195404025,-29041.010560588926,-8594.357857907808,-0.015573601320933972,147102831047.0568,30286.13206009945,0.06273315250198958,-443579708.99091464,2227586701178526.0,-0.00024314170159107885,-0.00011756399233745502,149597523421.80185,0.016707822778265786,5.08407689833053e-05,346.749328553887,116.2004786710917,365.24955550261353
523200.0,600.0,-41906804417.55864,141007348939.88385,112677.87343289662,-29039.96230327425,-8597.8852528927,-0.01558009015231996,147102849789.8088,30286.128227898076,0.06285660861916269,-443579710.1012575,2227586698484139.5,-0.00024339201636820293,-0.00011768494759953064,149597523047.33807,0.016707820264181567,5.08407689833053e-05,346.747455855845,116.20235408371,365.2495541312065
523800.0,600.0,-41924228080.39809,141002189150.53317,112668.52343221972,-29038.91361049233,-8601.412517479546,-0.01558657855772149,147102868569.3609,30286.124388254833,0.06298006468152499,-443579711.2112997,2227586695790486.0,-0.0002436422633679799,-0.00011780586995607947,149597522672.97565,0.016707817750661966,5.08407689833053e-05,346.74558407346126,116.20422858007103,365.2495527601706
524400.0,600.0,-41941651113.89123,140997027244.86285,112659.16953862736,-29037.86448226003,-8604.939651612853,-0.01559306653709681,147102887385.71262,30286.12054116979,0.06310352068903502,-443579712.3210423,2227586693097564.0,-0.00024389244281884247,-0.00011792675947443889,149597522298.71432,0.016707815237705925,5.08407689833053e-05,346.74371320662254,116.20610216028739,365.24955138950503
525000.0,600.0,-41959073517.776794,140991863222.95123,112649.8117523752,-29036.81491859421,-8608.466655237129,-0.01559955409040418,147102906238.86377,30286.116686643007,0.06322697664163496,-443579713.43048435,2227586690405375.8,-0.0002441425545192324,-0.00011804761605360286,149597521924.55432,0.016707812725314512,5.08407689833053e-05,346.7418432552156,116.20797482447347,365.24955001921063
525600.0,600.0,-41976495291.79354,140986697084.8766,112640.45007371888,-29035.764919511745,-8611.99352829689,-0.015606041217601868,147102925128.81403,30286.11282467455,0.06335043253928581,-443579714.5396264,2227586687713919.8,-0.0002443925985900846,-0.00011816843976090876,149597521550.49548,0.01670781021348693,5.08407689833053e-05,346.7399742191269,116.20984657274197,365.24954864928657
526200.0,600.0,-41993916435.680214,140981528830.7173,112631.08450291409,-29034.71448502952,-8615.520270736652,-0.015612527918648152,147102944055.563,30286.10895526449,0.06347388838193078,-443579715.64846843,2227586685023196.5,-0.00024464257501796173,-0.00011828923057391077,149597521176.53787,0.0167078077022237,5.08407689833053e-05,346.73810609824324,116.21171740520685,365.24954727973335
526800.0,600.0,-42011336949.175575,140976358460.5517,112621.71504021651,-29033.66361516442,-8619.046882500928,-0.015619014193501321,147102963019.1105,30286.105078412882,0.06359734416951622,-443579716.7570102,2227586682333205.8,-0.00024489248376255245,-0.0001184099885038318,149597520802.6815,0.016707805191524407,5.08407689833053e-05,346.736238892451,116.21358732198226,365.2495459105508
527400.0,600.0,-42028756832.01841,140971185974.45828,112612.34168588188,-29032.612309933345,-8622.57336353424,-0.015625500042119676,147102982019.45615,30286.101194119805,0.06372079990200324,-443579717.8652518,2227586679643948.2,-0.00024514232482385646,-0.00011853071351700318,149597520428.9264,0.016707802681389834,5.084793722711721e-05,346.7343726016367,116.21545632318114,365.2495445417392
528000.0,600.0,-42046176083.9475,140966011372.51547,112602.96444016596,-29031.5605693532,-8626.099713781112,-0.015631985464461526,147103001056.5997,30286.09730238531,0.0638442555793315,-443579718.973193,2227586676955423.8,-0.00024539209817499947,-0.00011865140562464779,149597520055.27255,0.01670780017181956,5.084793722711721e-05,346.7325072256868,116.21732440891805,365.24954317329855
528600.0,600.0,-42063594704.70164,140960834654.80176,112593.58330332451,-29030.508393440898,-8629.625933186066,-0.01563847046048519,147103020130.54083,30286.09340320948,0.06396771120145348,-443579720.0808336,2227586674267632.0,-0.00024564180376223255,-0.00011877206483798851,149597519681.72012,0.01670779766281435,5.084793722711721e-05,346.7306427644877,116.21919157930664,365.24954180522917
529200.0,600.0,-42081012694.01963,140955655821.39566,112584.19827561337,-29029.455782213354,-8633.15202169363,-0.015644955030148996,147103039241.27914,30286.08949659237,0.06409116676832084,-443579721.1881745,2227586671580573.2,-0.00024589144177367687,-0.00011889269114580247,149597519308.26877,0.016707795154372995,5.084793722711721e-05,346.7287792179257,116.22105783446042,365.24954043752996
529800.0,600.0,-42098430051.6403,140950474872.37573,112574.80935728834,-29028.402735687494,-8636.677979248332,-0.01565143917341129,147103058388.81445,30286.085582534044,0.06421462227988434,-443579722.2952148,2227586668894247.8,-0.0002461410120212112,-0.00011901328453686677,149597518934.91876,0.016707792646496508,5.084793722711721e-05,346.72691658588707,116.22292317449363,365.24953907020193
530400.0,600.0,-42115846777.30246,140945291807.8206,112565.41654860528,-29027.349253880257,-8640.203805794707,-0.015657922890230415,147103077573.14642,30286.081661034572,0.06433807773608538,-443579723.4019546,2227586666208655.2,-0.0002463905145317101,-0.0001191338450224043,149597518561.67014,0.016707790139184855,5.084793722711721e-05,346.72505486825816,116.22478759952065,365.24953770324527
531000.0,600.0,-42133262870.74496,140940106627.8088,112556.01984982006,-29026.29533680858,-8643.729501277285,-0.015664406180564736,147103096794.27463,30286.077732094018,0.06446153313687987,-443579724.5083946,2227586663523795.2,-0.00024663994945298286,-0.00011925437262486084,149597518188.52258,0.016707787632437195,5.084793722711721e-05,346.72319406492505,116.22665110965485,365.2495363366587
531600.0,600.0,-42150678331.706635,140934919332.41904,112546.6192611886,-29025.240984489417,-8647.255065640604,-0.01567088904437262,147103116052.19888,30286.073795712455,0.06458498848223052,-443579725.614534,2227586660839668.5,-0.00024688931661034577,-0.00011937486731056772,149597517815.47644,0.016707785126254687,5.084793722711721e-05,346.721334175774,116.22851370501004,365.24953497044356
532200.0,600.0,-42168093159.926346,140929729921.73,112537.21478296682,-29024.18619693972,-8650.780498829203,-0.01567737148161245,147103135346.91885,30286.069851889944,0.06470844377206002,-443579726.72037286,2227586658156275.8,-0.00024713861600379874,-0.00011949532904585627,149597517442.53165,0.01670778262063726,5.0855104460534596e-05,346.719475200691,116.23037538570175,365.2495336045996
532800.0,600.0,-42185507355.14296,140924538395.82043,112527.80641541068,-29023.130974176456,-8654.30580078762,-0.015683853492242616,147103154678.43423,30286.065900626552,0.06483189900633615,-443579727.8259113,2227586655473615.5,-0.0002473878476736534,-0.00011961575789806383,149597517069.6882,0.016707780115584603,5.0855104460534596e-05,346.7176171395622,116.2322361518432,365.2495322391268
533400.0,600.0,-42202920917.09535,140919344754.76907,112518.39415877614,-29022.075316216597,-8657.830971460402,-0.01569033507622152,147103174046.74466,30286.061941922344,0.06495535418499697,-443579728.93114954,2227586652791689.0,-0.00024763701167365877,-0.00011973615381107593,149597516696.94595,0.016707777611096524,5.0855104460534596e-05,346.71575999227355,116.23409600354903,365.24953087402463
534000.0,600.0,-42220333845.522415,140914148998.6547,112508.97801331921,-29021.01922307712,-8661.356010792093,-0.015696816233507566,147103193451.84988,30286.057975777392,0.06507880930801112,-443579730.03608704,2227586650110495.8,-0.0002478861078694425,-0.00011985651680733836,149597516324.30515,0.016707775107173885,5.0855104460534596e-05,346.713903758711,116.2359549409328,365.24952950929395
534600.0,600.0,-42237746140.16304,140908951127.55612,112499.55797929592,-29019.962694775015,-8664.880918727242,-0.015703296964059185,147103212893.74954,30286.05400219176,0.06520226437530897,-443579731.1407244,2227586647430035.5,-0.00024813513640881406,-0.00011997684689807404,149597515951.76556,0.01670777260381582,5.0855104460534596e-05,346.71204843876046,116.23781296410971,365.249528144934
535200.0,600.0,-42255157800.75614,140903751141.55222,112490.13405696233,-29018.90573132727,-8668.405695210398,-0.0157097772678348,147103232372.4434,30286.050021165513,0.0653257193868498,-443579732.2450608,2227586644750309.8,-0.0002483840970902152,-0.00012009714401594558,149597515579.3275,0.016707770101023454,5.0855104460534596e-05,346.7101940323078,116.2396700731938,365.24952678094587
535800.0,600.0,-42272568827.040634,140898549040.7219,112480.70624657451,-29017.84833275089,-8671.930340186114,-0.01571625714479286,147103251887.93103,30286.04603269872,0.0654491743425853,-443579733.3490972,2227586642071316.8,-0.00024863299014207856,-0.00012021740823951326,149597515206.9906,0.016707767598795522,5.0855104460534596e-05,346.7083405392388,116.24152626829918,365.2495254173282
536400.0,600.0,-42289979218.75544,140893344825.14404,112471.27454838858,-29016.790499062885,-8675.454853598945,-0.01572273659489181,147103271440.21222,30286.042036791445,0.06557262924246028,-443579734.4528328,2227586639393057.2,-0.0002488818153897204,-0.00012033763953510835,149597514834.75516,0.01670776509713299,5.08622706839846e-05,346.7064879594393,116.24338154954073,365.24952405408203
537000.0,600.0,-42307388975.6395,140888138494.89758,112461.83896266065,-29015.73223028027,-8678.97923539345,-0.015729215618090115,147103291029.28653,30286.038033443765,0.06569608408642891,-443579735.55626816,2227586636715531.2,-0.00024913057294063837,-0.00012045783790273091,149597514462.62094,0.016707762596035645,5.08622706839846e-05,346.70463629279493,116.24523591703262,365.24952269120666
537600.0,600.0,-42324798097.43177,140882930050.06155,112452.39948964686,-29014.673526420072,-8682.503485514186,-0.015735694214346247,147103310655.15378,30286.034022655742,0.06581953887443522,-443579736.65940267,2227586634038739.2,-0.00024937926267389754,-0.00012057800331993509,149597514090.58823,0.016707760095503798,5.08622706839846e-05,346.7027855391914,116.24708937088997,365.24952132870305
538200.0,600.0,-42342206583.8712,140877719490.71497,112442.95612960342,-29013.614387499318,-8686.027603905717,-0.015742172383618684,147103330317.81363,30286.030004427437,0.06594299360643084,-443579737.76223654,2227586631362680.8,-0.00024962788462980955,-0.00012069813580916673,149597513718.6569,0.016707757595537213,5.08622706839846e-05,346.70093569851423,116.24894191122719,365.2495199665707
538800.0,600.0,-42359614434.69677,140872506816.93686,112433.50888278653,-29012.55481353505,-8689.551590512607,-0.01574865012586592,147103350017.2657,30286.02597875893,0.0660664482823759,-443579738.8647699,2227586628687356.0,-0.0002498764388352489,-0.00012081823535920295,149597513346.8269,0.016707755096136208,5.08622706839846e-05,346.69908677064916,116.25079353815835,365.2495186048095
539400.0,600.0,-42377021649.647446,140867292028.80634,112424.05774945239,-29011.494804544313,-8693.075445279423,-0.01575512744104646,147103369753.50964,30286.021945650282,0.06618990290220844,-443579739.9670029,2227586626012764.8,-0.00025012492534396444,-0.00012093830198126656,149597512975.0982,0.01670775259730013,5.08622706839846e-05,346.69723875548164,116.2526442517986,365.2495172434193
540000.0,600.0,-42394428228.46223,140862075126.4025,112414.60272985726,-29010.43436054416,-8696.599168150733,-0.015761604329118814,147103389526.54523,30286.017905101562,0.06631335746587756,-443579741.0689353,2227586623338907.2,-0.00025037334406189553,-0.00012105833566413474,149597512603.47092,0.01670775009902967,5.08622706839846e-05,346.69539165289706,116.25449405226303,365.24951588240043
540600.0,600.0,-42411834170.880104,140856856109.80453,112405.14382425744,-29009.373481551655,-8700.122759071111,-0.015768080790041505,147103409336.37213,30286.013857112834,0.0664368119733375,-443579742.17056686,2227586620665783.5,-0.0002506216949756051,-0.00012117833640780746,149597512231.94504,0.016707747601324725,5.08622706839846e-05,346.693545462781,116.25634293966624,365.24951452175304
